time,gyrX,gyrY,gyrZ,accX,accY,accZ,Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
2050,0.3125,0,-0.5,-0.05810547,0.04638672,0.9672852,0.02880859,0.1943359,-0.6821289
2051,0.1875,0.1875,-0.625,-0.06591797,0.05810547,0.9516602,0.02441406,0.1918945,-0.6904297
2053,0.125,-0.625,-0.1875,-0.05810547,0.04638672,0.9985352,0.02441406,0.1918945,-0.6904297
2054,0,-0.625,0,-0.05810547,0.04248047,0.9868164,0.02441406,0.1918945,-0.6904297
2056,0.5,0.25,-1.125,-0.05029297,0.04248047,0.9594727,0.02441406,0.1918945,-0.6904297
2057,0.625,-0.3125,-0.75,-0.05810547,0.03857422,0.9555664,0.02441406,0.1918945,-0.6904297
2059,0.8125,-0.1875,-0.4375,-0.05810547,0.02685547,0.9672852,0.02441406,0.1918945,-0.6904297
2060,0.5625,0,-0.8125,-0.06201172,0.04248047,0.9594727,0.02441406,0.1918945,-0.6904297
2062,-0.0625,-0.5,-0.0625,-0.06982422,0.02685547,0.9516602,0.02099609,0.1933594,-0.6889648
2063,0.5625,-0.4375,-0.4375,-0.05419922,0.03857422,0.9633789,0.02099609,0.1933594,-0.6889648
2065,0.1875,-0.4375,-0.4375,-0.06982422,0.05029297,0.9555664,0.02099609,0.1933594,-0.6889648
2066,0.3125,0.375,-0.5,-0.05029297,0.03076172,0.9633789,0.03125,0.1933594,-0.6850586
2068,0.125,0.0625,-0.4375,-0.04638672,0.01513672,0.9868164,0.03125,0.1933594,-0.6850586
2069,0.375,-0.4375,-0.5625,-0.05029297,0.04248047,0.9829102,0.03125,0.1933594,-0.6850586
2071,0.5,-0.25,-0.125,-0.06591797,0.02685547,0.9829102,0.02880859,0.1967773,-0.6889648
2072,0.5,-0.3125,-0.5625,-0.06982422,0.03466797,0.9829102,0.02880859,0.1967773,-0.6889648
2074,0.6875,-0.4375,-0.25,-0.04638672,0.04248047,0.9633789,0.02880859,0.1967773,-0.6889648
2075,0.0625,-0.125,-0.6875,-0.05810547,0.02294922,0.9711914,0.02880859,0.1967773,-0.6889648
2077,0.5,0.0625,-0.25,-0.05419922,0.03857422,0.9985352,0.03027344,0.1953125,-0.6821289
2078,0.125,0.3125,-0.6875,-0.08154297,0.01904297,0.9711914,0.03027344,0.1953125,-0.6821289
2080,0.0625,-0.125,-0.1875,-0.06201172,0.01513672,0.9555664,0.03027344,0.1953125,-0.6821289
2081,0.125,-0.375,-0.8125,-0.03857422,0.04638672,0.9750977,0.03027344,0.1933594,-0.6821289
2083,0.4375,-0.0625,-0.3125,-0.05810547,0.02685547,0.9907227,0.03027344,0.1933594,-0.6821289
2084,0.3125,0,-0.4375,-0.07763672,0.04248047,0.9907227,0.03027344,0.1933594,-0.6821289
2086,0.0625,-0.3125,-0.625,-0.06201172,0.04638672,0.9711914,0.02783203,0.2001953,-0.6948242
2087,0.0625,-0.6875,-0.625,-0.06591797,0.02294922,0.9868164,0.02783203,0.2001953,-0.6948242
2089,0.125,0,-0.5,-0.05810547,0.003417969,0.9672852,0.02783203,0.2001953,-0.6948242
2090,0.6875,-0.1875,-0.5625,-0.06201172,0.04248047,0.9672852,0.02783203,0.2001953,-0.6948242
2092,0.5,-0.375,-0.4375,-0.05419922,0.05029297,0.9829102,0.0234375,0.1953125,-0.6821289
2093,-0.0625,-0.4375,-0.5,-0.05029297,0.03857422,0.9868164,0.0234375,0.1953125,-0.6821289
2095,0.25,0,-0.375,-0.05029297,0.02685547,0.9672852,0.0234375,0.1953125,-0.6821289
2096,0.5625,-0.0625,-0.0625,-0.05810547,0.03076172,0.9516602,0.02783203,0.1967773,-0.6806641
2098,0.3125,-0.5,-0.375,-0.06201172,0.04248047,0.9907227,0.02783203,0.1967773,-0.6806641
2099,0.5625,-0.25,-0.625,-0.05419922,0.04248047,0.9750977,0.02783203,0.1967773,-0.6806641
2101,0,0.0625,-0.375,-0.04638672,0.03076172,0.9868164,0.02685547,0.1977539,-0.6850586
2102,0.1875,-0.75,-1.0625,-0.04638672,0.06591797,0.9829102,0.02685547,0.1977539,-0.6850586
2104,0.125,-0.5625,0,-0.05810547,0.03857422,0.9750977,0.02685547,0.1977539,-0.6850586
2105,0.3125,-0.5625,-0.4375,-0.05419922,0.04638672,0.9672852,0.02685547,0.1977539,-0.6850586
2107,0.5,-0.1875,-0.25,-0.04248047,0.01123047,0.9790039,0.02685547,0.1977539,-0.6850586
2108,0.125,-0.5625,-0.25,-0.07763672,0.03076172,0.9829102,0.02685547,0.1977539,-0.6850586
2110,0.625,-0.375,-0.375,-0.03857422,0.01513672,0.9438477,0.02685547,0.1977539,-0.6850586
2111,0.1875,-0.1875,-0.5625,-0.05419922,0.05810547,0.9829102,0.02441406,0.1953125,-0.6865234
2113,0.25,0.1875,-0.5,-0.04638672,0.03857422,0.9672852,0.02441406,0.1953125,-0.6865234
2114,-0.0625,0,-0.5625,-0.05419922,0.05419922,0.9711914,0.02441406,0.1953125,-0.6865234
2116,0.375,0.25,-0.375,-0.05029297,0.04638672,0.9868164,0.02539063,0.1967773,-0.6791992
2117,-0.0625,-0.375,-1,-0.05029297,0.01513672,0.9555664,0.02539063,0.1967773,-0.6791992
2119,0.125,-0.8125,-0.75,-0.05810547,0.05419922,0.9555664,0.02539063,0.1967773,-0.6791992
2120,0.1875,-0.25,-0.1875,-0.05810547,0.04248047,0.9555664,0.02539063,0.1967773,-0.6791992
2122,-0.25,-0.4375,-0.25,-0.06982422,0.03076172,0.9672852,0.02539063,0.1967773,-0.6791992
2123,0.5,-0.625,-0.6875,-0.05419922,0.04248047,0.9829102,0.02539063,0.1967773,-0.6791992
2125,0,-0.75,-0.5625,-0.08154297,0.02294922,0.9633789,0.02539063,0.1967773,-0.6791992
2126,0.5,-0.4375,-0.5625,-0.06591797,0.03857422,0.9750977,0.02539063,0.1933594,-0.6948242
2128,-0.0625,-0.5625,-0.625,-0.04638672,0.02685547,0.9594727,0.02539063,0.1933594,-0.6948242
2129,0,-0.4375,-0.6875,-0.06201172,0.03857422,0.9868164,0.02539063,0.1933594,-0.6948242
2131,0,-1.0625,-0.4375,-0.04638672,0.05029297,0.9711914,0.02539063,0.1943359,-0.6865234
2132,0.3125,-1.1875,-0.1875,-0.05810547,0.02685547,0.9711914,0.02539063,0.1943359,-0.6865234
2134,0.0625,-1.1875,-0.1875,-0.05810547,0.04638672,0.9672852,0.02539063,0.1943359,-0.6865234
2135,0.1875,-1.1875,-0.4375,-0.06982422,0.03076172,0.9946289,0.02539063,0.1967773,-0.6835938
2137,0,-1.75,-0.6875,-0.07763672,0.04638672,0.9555664,0.02539063,0.1967773,-0.6835938
2138,-0.5,-1.4375,-0.1875,-0.06201172,0.01513672,0.9829102,0.02539063,0.1967773,-0.6835938
2140,-0.0625,-1.1875,0,-0.04638672,0.05029297,0.9555664,0.02539063,0.1967773,-0.6835938
2142,0,-1.375,0,-0.05810547,0.03857422,1.013672,0.02441406,0.1918945,-0.6875
2144,-0.5,-0.9375,0.1875,-0.04638672,0.03466797,0.9711914,0.02441406,0.1918945,-0.6875
2145,-0.0625,-1.6875,-0.0625,-0.06982422,0.01513672,0.9868164,0.02441406,0.1918945,-0.6875
2147,-0.4375,-2.125,-0.5,-0.06591797,0.03076172,0.9829102,0.02197266,0.1953125,-0.6806641
2148,0.25,-1.75,-0.125,-0.04638672,0.01904297,0.9633789,0.02197266,0.1953125,-0.6806641
2150,-0.0625,-2.125,-0.1875,-0.04638672,0.03857422,0.9516602,0.02197266,0.1953125,-0.6806641
2151,-0.125,-1.5,0,-0.04248047,0.05029297,0.9672852,0.01611328,0.1943359,-0.6933594
2153,-0.125,-0.6875,0,-0.05419922,0.04638672,0.9516602,0.01611328,0.1943359,-0.6933594
2154,0.125,-1.125,-0.5625,-0.05419922,0.03466797,0.9829102,0.01611328,0.1943359,-0.6933594
2156,-0.375,-0.875,-0.6875,-0.05810547,0.03076172,0.9750977,0.01611328,0.1943359,-0.6933594
2157,0.25,-1.125,-0.1875,-0.06982422,0.01904297,0.9672852,0.03125,0.190918,-0.6972656
2159,0,-0.625,-0.5,-0.05419922,0.02685547,0.9633789,0.03125,0.190918,-0.6972656
2160,-0.3125,-1,-0.3125,-0.06201172,0.02685547,0.9633789,0.03125,0.190918,-0.6972656
2162,0.5625,-0.9375,-0.625,-0.05029297,0.04638672,0.9594727,0.02441406,0.1918945,-0.6835938
2163,-0.3125,-0.5,-0.6875,-0.06201172,0.03076172,0.9750977,0.02441406,0.1918945,-0.6835938
2165,0.5,0.0625,-0.625,-0.04638672,0.05810547,0.9946289,0.02441406,0.1918945,-0.6835938
2166,0.375,-0.4375,-0.375,-0.05029297,0.03466797,0.9985352,0.02685547,0.1992188,-0.6875
2168,-0.4375,-0.1875,-0.75,-0.04248047,0.02685547,0.9829102,0.02685547,0.1992188,-0.6875
2169,-0.25,-1.1875,-0.6875,-0.07763672,0.03076172,0.9750977,0.02685547,0.1992188,-0.6875
2171,0,-0.6875,-0.8125,-0.05810547,0.03857422,0.9672852,0.02685547,0.1992188,-0.6875
2172,0.125,-0.5,-0.75,-0.05419922,0.03466797,0.9829102,0.02685547,0.1992188,-0.6875
2174,0.6875,-0.75,-0.5,-0.05810547,0.03076172,0.9711914,0.02685547,0.1992188,-0.6875
2175,0,-1,-0.625,-0.06201172,0.05810547,0.9907227,0.02685547,0.1992188,-0.6875
2177,0.125,-0.8125,-0.1875,-0.05029297,0.01513672,0.9711914,0.01855469,0.1933594,-0.6821289
2178,0.25,-0.9375,-0.375,-0.06982422,0.03076172,0.9750977,0.01855469,0.1933594,-0.6821289
2180,0.0625,-0.5625,-0.0625,-0.06201172,0.03466797,0.9790039,0.01855469,0.1933594,-0.6821289
2181,-0.25,-0.875,-0.125,-0.05810547,0.04248047,0.9868164,0.03125,0.1894531,-0.6850586
2183,-0.0625,-1.1875,-0.5625,-0.06201172,0.02685547,0.9868164,0.03125,0.1894531,-0.6850586
2184,0.3125,-0.9375,-0.9375,-0.05029297,0.03857422,0.9829102,0.03125,0.1894531,-0.6850586
2186,0.125,-1.6875,-0.25,-0.06201172,0.01513672,0.9829102,0.03125,0.1894531,-0.6850586
2187,0,-1.5625,-0.25,-0.07763672,0.03466797,0.9829102,0.03125,0.1894531,-0.6850586
2189,-0.0625,-1.8125,-0.0625,-0.05810547,0.03076172,0.9633789,0.03125,0.1894531,-0.6850586
2190,-0.0625,-1.5,-0.1875,-0.05810547,0.03076172,0.9711914,0.03125,0.1894531,-0.6850586
2192,-0.125,-1.5625,-0.375,-0.06201172,0.05419922,0.9829102,0.02685547,0.1943359,-0.6875
2193,-0.375,-2,-0.25,-0.05419922,0.03076172,0.9829102,0.02685547,0.1943359,-0.6875
2195,-0.1875,-2.5,-0.0625,-0.07763672,0.03857422,0.9829102,0.02685547,0.1943359,-0.6875
2196,-0.4375,-2.5625,-0.75,-0.05419922,0.03466797,0.9516602,0.02441406,0.1967773,-0.6791992
2198,0.125,-2.3125,-0.0625,-0.05810547,0.03857422,0.9633789,0.02441406,0.1967773,-0.6791992
2199,0.0625,-2.9375,-0.25,-0.06591797,0.03076172,0.9829102,0.02441406,0.1967773,-0.6791992
2201,0,-3,-0.0625,-0.05419922,0.04248047,0.9516602,0.01953125,0.1918945,-0.6889648
2202,-0.25,-3.3125,-0.25,-0.05810547,0.03466797,0.9829102,0.01953125,0.1918945,-0.6889648
2204,0.125,-2.9375,-0.6875,-0.06201172,0.03857422,0.9829102,0.01953125,0.1918945,-0.6889648
2205,0.625,-3.0625,-0.0625,-0.05810547,0.03076172,0.9633789,0.01953125,0.1918945,-0.6889648
2207,-0.25,-2.9375,-0.125,-0.04638672,0.01123047,0.9829102,0.02099609,0.1943359,-0.6918945
2208,-0.0625,-2.5,-0.0625,-0.05419922,0.04248047,0.9907227,0.02099609,0.1943359,-0.6918945
2210,-0.625,-3.1875,-0.375,-0.05419922,0.04248047,0.9829102,0.02099609,0.1943359,-0.6918945
2211,-0.25,-2.9375,-0.4375,-0.06201172,0.03076172,0.9750977,0.02783203,0.1943359,-0.6865234
2213,-0.25,-3.5625,-0.1875,-0.04638672,0.02294922,0.9829102,0.02783203,0.1943359,-0.6865234
2214,0.0625,-2.25,-0.5,-0.05810547,0.03466797,0.9829102,0.02783203,0.1943359,-0.6865234
2216,0.3125,-2.6875,-0.375,-0.05029297,0.02294922,0.9633789,0.0234375,0.1918945,-0.6962891
2217,-0.0625,-2.875,-0.5625,-0.05029297,0.03076172,0.9633789,0.0234375,0.1918945,-0.6962891
2219,-0.25,-2.5625,-0.4375,-0.04638672,0.04248047,0.9985352,0.0234375,0.1918945,-0.6962891
2220,-0.375,-2.75,-0.1875,-0.03076172,0.05029297,0.9711914,0.0234375,0.1918945,-0.6962891
2222,-0.25,-2.5,-0.625,-0.04248047,0.007324219,0.9672852,0.02441406,0.1953125,-0.6850586
2223,-0.25,-2.8125,-0.625,-0.03857422,0.03857422,0.9594727,0.02441406,0.1953125,-0.6850586
2225,0,-1.5,-0.8125,-0.05810547,0.02685547,0.9711914,0.02441406,0.1953125,-0.6850586
2226,0.75,-2.1875,-0.5,-0.05810547,0.05029297,0.9633789,0.02441406,0.1977539,-0.6865234
2228,0.1875,-1.25,0,-0.03466797,0.01513672,0.9829102,0.02441406,0.1977539,-0.6865234
2229,0.25,-1.3125,-0.9375,-0.02294922,0.01904297,0.9829102,0.02441406,0.1977539,-0.6865234
2231,0.375,-0.9375,-0.5,-0.06201172,0.02294922,0.9594727,0.02197266,0.1943359,-0.6933594
2232,0.3125,-0.375,-0.9375,-0.05419922,0.04248047,0.9672852,0.02197266,0.1943359,-0.6933594
2234,0.0625,-0.75,-0.5,-0.04248047,0.02685547,0.9907227,0.02197266,0.1943359,-0.6933594
2235,0.25,-0.75,-0.4375,-0.04248047,0.04248047,0.9985352,0.02197266,0.1943359,-0.6933594
2237,0.4375,-0.0625,-0.5625,-0.04638672,0.01904297,0.9829102,0.02197266,0.1943359,-0.6933594
2239,0.1875,-0.5625,-0.6875,-0.04638672,0.03076172,0.9711914,0.02197266,0.1943359,-0.6933594
2241,0.375,-1.125,-0.8125,-0.04248047,0.01513672,0.9516602,0.02197266,0.1943359,-0.6933594
2242,0.3125,-0.9375,-1,-0.03466797,0.02685547,0.9633789,0.02197266,0.1918945,-0.6865234
2244,0.25,-0.5,-0.9375,-0.04248047,0.05029297,0.9672852,0.02197266,0.1918945,-0.6865234
2245,0.5,0,-1.3125,-0.03857422,0.03076172,0.9868164,0.02197266,0.1918945,-0.6865234
2247,0.125,0,-0.5625,-0.05029297,0.01513672,0.9594727,0.01757813,0.1943359,-0.6889648
2248,0.125,0.0625,-0.5625,-0.02294922,0.03466797,0.9750977,0.01757813,0.1943359,-0.6889648
2250,0.5625,-0.1875,-0.5625,-0.06591797,0.03076172,0.9711914,0.01757813,0.1943359,-0.6889648
2251,0.125,-0.25,-0.5625,-0.05810547,0.03857422,0.9594727,0.01757813,0.1943359,-0.6889648
2253,0.5625,-0.8125,-0.6875,-0.05419922,0.03076172,0.9907227,0.01757813,0.1943359,-0.6889648
2254,1,0.0625,-0.9375,-0.03466797,0.03857422,0.9672852,0.01757813,0.1943359,-0.6889648
2256,0.625,0.0625,-0.6875,-0.05810547,0.04248047,0.9985352,0.01757813,0.1943359,-0.6889648
2257,-0.0625,-0.1875,-0.6875,-0.05419922,0.02294922,0.9829102,0.01953125,0.190918,-0.6850586
2259,0.3125,-0.3125,-0.125,-0.06591797,0.01513672,0.9633789,0.01953125,0.190918,-0.6850586
2260,0.3125,0,-0.5625,-0.06201172,0.01513672,0.9868164,0.01953125,0.190918,-0.6850586
2262,0.125,-1.0625,-0.25,-0.03076172,0.03857422,0.9829102,0.02685547,0.1933594,-0.6850586
2263,0.4375,-0.8125,0,-0.06982422,0.02685547,0.9750977,0.02685547,0.1933594,-0.6850586
2265,-0.1875,-0.625,0.0625,-0.04638672,0.02685547,0.9711914,0.02685547,0.1933594,-0.6850586
2266,0.25,-1.875,-0.5,-0.04248047,0.02294922,0.9633789,0.0234375,0.1953125,-0.6806641
2268,0.1875,-1.8125,0.3125,-0.04638672,0.03466797,0.9829102,0.0234375,0.1953125,-0.6806641
2269,0.25,-1.4375,-0.25,-0.04638672,0.05029297,0.9907227,0.0234375,0.1953125,-0.6806641
2271,0.5,-1.4375,-0.0625,-0.06201172,0.03466797,0.9672852,0.0234375,0.1953125,-0.6806641
2272,-0.125,-1.3125,-0.0625,-0.05419922,0.05029297,0.9672852,0.0234375,0.2011719,-0.6933594
2274,0,-1.0625,-0.3125,-0.05029297,0.03076172,0.9594727,0.0234375,0.2011719,-0.6933594
2275,0.25,-0.875,0.375,-0.01513672,0.03466797,0.9321289,0.0234375,0.2011719,-0.6933594
2277,0.4375,0.125,0,-0.03466797,0.04248047,0.9165039,0.02783203,0.1933594,-0.6918945
2278,-0.0625,0.375,0,-0.03857422,0.03857422,0.9946289,0.02783203,0.1933594,-0.6918945
2280,0.5,0.75,-0.125,-0.01904297,0.06201172,0.9594727,0.02783203,0.1933594,-0.6918945
2281,0.25,1.25,0,-0.06982422,0.05029297,0.9516602,0.02539063,0.1943359,-0.6821289
2283,-0.3125,0.3125,-0.4375,-0.04248047,0.03466797,0.9555664,0.02539063,0.1943359,-0.6821289
2284,0.25,-0.25,-0.0625,-0.07373047,0.03076172,0.9790039,0.02539063,0.1943359,-0.6821289
2286,0.375,0.0625,-0.5,-0.08154297,0.03466797,0.9907227,0.02539063,0.1943359,-0.6821289
2287,-0.5625,-0.5625,0,-0.07373047,0.02685547,0.9829102,0.01953125,0.190918,-0.6933594
2289,0.1875,-0.3125,0.1875,-0.05810547,0.01123047,0.9633789,0.01953125,0.190918,-0.6933594
2290,-0.0625,-1.0625,0.5625,-0.07763672,0.03466797,0.9594727,0.01953125,0.190918,-0.6933594
2292,0.1875,-1.5625,0.1875,-0.05029297,0.02294922,0.9868164,0.02783203,0.1860352,-0.6875
2293,0.3125,-1.8125,0.3125,-0.05029297,0.02294922,0.9477539,0.02783203,0.1860352,-0.6875
2295,-0.375,-1.25,0.0625,-0.04248047,0.03857422,0.9672852,0.02783203,0.1860352,-0.6875
2296,0,-2.125,0.1875,-0.05029297,0.01513672,0.9829102,0.01953125,0.1875,-0.6835938
2298,-0.875,-2.5,0.75,-0.04638672,0.02294922,0.9946289,0.01953125,0.1875,-0.6835938
2299,-0.875,-1.625,0.625,-0.08154297,0.03857422,0.9633789,0.01953125,0.1875,-0.6835938
2301,-0.6875,-2.3125,0.8125,-0.05810547,0.03076172,0.9907227,0.01953125,0.1875,-0.6835938
2302,-0.3125,-2.1875,1.5625,-0.06201172,0.02685547,0.9438477,0.0234375,0.1967773,-0.6821289
2304,-0.75,-1.625,1,-0.06982422,0.03076172,0.9829102,0.0234375,0.1967773,-0.6821289
2305,-0.75,-2.375,0.8125,-0.04248047,0.03466797,0.9594727,0.0234375,0.1967773,-0.6821289
2307,-0.9375,-1.6875,1,-0.05029297,0.03076172,0.9711914,0.0234375,0.1933594,-0.6875
2308,-0.375,-3,1.3125,-0.04248047,0.01513672,0.9672852,0.0234375,0.1933594,-0.6875
2310,-1.5,-2.9375,1.125,-0.05029297,0.03076172,0.9868164,0.0234375,0.1933594,-0.6875
2311,-0.4375,-3.9375,1.125,-0.06201172,0.01513672,1.005859,0.02197266,0.1933594,-0.6962891
2313,-0.6875,-3.875,1.6875,-0.05810547,0.02294922,0.9868164,0.02197266,0.1933594,-0.6962891
2314,-0.875,-3.75,1.875,-0.05419922,0.03076172,0.9829102,0.02197266,0.1933594,-0.6962891
2316,-1.125,-3.6875,1.4375,-0.04638672,0.04638672,0.9477539,0.02197266,0.1933594,-0.6962891
2317,-0.9375,-3.5625,1.625,-0.05029297,0.04248047,0.9399414,0.02197266,0.1933594,-0.6962891
2319,-1.1875,-3.125,1.6875,-0.04248047,0.03466797,0.9829102,0.02197266,0.1933594,-0.6962891
2320,-0.9375,-2.8125,1.4375,-0.02685547,0.02294922,0.9594727,0.02197266,0.1933594,-0.6962891
2322,-0.9375,-2.625,1.625,-0.04638672,0.04638672,0.9633789,0.02099609,0.1894531,-0.6889648
2323,-0.875,-2.0625,1.0625,-0.02294922,0.04248047,0.9829102,0.02099609,0.1894531,-0.6889648
2325,-0.75,-1.6875,0.875,-0.03076172,0.03076172,0.9477539,0.02099609,0.1894531,-0.6889648
2326,-0.1875,-0.3125,0.625,-0.02685547,0.03076172,0.9594727,0.01953125,0.1884766,-0.6821289
2328,-0.25,0,0.5625,-0.02685547,0.04638672,0.9594727,0.01953125,0.1884766,-0.6821289
2329,-0.25,0.1875,0.5625,-0.03857422,0.01513672,0.9672852,0.01953125,0.1884766,-0.6821289
2331,-0.1875,0.5625,0,-0.03857422,0.03857422,0.9672852,0.01953125,0.1884766,-0.6821289
2332,0.5625,0,0.3125,-0.06201172,0.05419922,0.9829102,0.01953125,0.1884766,-0.6821289
2334,0,-0.75,0.4375,-0.03466797,0.04248047,0.9711914,0.01953125,0.1884766,-0.6821289
2337,0.625,-0.375,0,-0.04248047,0.03857422,0.9868164,0.01953125,0.1884766,-0.6821289
2339,0.5,-0.75,0.1875,-0.04638672,0.03466797,0.9829102,0.0234375,0.2026367,-0.6738281
2340,0.1875,-0.25,0.1875,-0.03076172,0.03857422,0.9477539,0.0234375,0.2026367,-0.6738281
2342,0.6875,-0.3125,0.0625,-0.05810547,0.05419922,0.9750977,0.0234375,0.2026367,-0.6738281
2343,0.1875,-0.25,0.0625,-0.04638672,-0.003417969,0.9985352,0.02539063,0.1967773,-0.6865234
2345,0.5,-0.875,0.3125,-0.06201172,0.03076172,0.9868164,0.02539063,0.1967773,-0.6865234
2346,0,-0.5625,0.125,-0.04248047,0.01513672,0.9672852,0.02539063,0.1967773,-0.6865234
2348,0.6875,0.3125,0.1875,-0.01123047,0.05029297,0.9477539,0.01855469,0.1977539,-0.6948242
2349,-0.0625,0.3125,0.0625,-0.02294922,0.03076172,0.9438477,0.01855469,0.1977539,-0.6948242
2351,0.8125,0.1875,-0.25,-0.04638672,0.01513672,0.9946289,0.01855469,0.1977539,-0.6948242
2352,-0.0625,0.625,-0.1875,-0.04248047,0.05029297,0.9633789,0.01855469,0.1977539,-0.6948242
2354,1.1875,0.5,-0.1875,-0.02685547,0.01513672,0.9672852,0.01513672,0.190918,-0.6875
2355,0.8125,1.625,-0.5,-0.03076172,0.03857422,0.9672852,0.01513672,0.190918,-0.6875
2357,0.5,1.25,-0.5625,-0.03076172,0.06201172,0.9829102,0.01513672,0.190918,-0.6875
2358,0,1.25,-0.5,-0.04638672,0.04248047,0.9672852,0.01855469,0.1977539,-0.6904297
2360,0.3125,1.5625,-0.75,-0.01513672,0.04638672,0.9555664,0.01855469,0.1977539,-0.6904297
2361,0.5,1.5625,-0.8125,-0.04248047,0.05029297,0.9594727,0.01855469,0.1977539,-0.6904297
2363,0.8125,1.9375,-1,-0.03466797,0.03857422,0.9672852,0.02197266,0.1894531,-0.6835938
2364,0.1875,1.8125,-1.0625,-0.03466797,0.03857422,0.9711914,0.02197266,0.1894531,-0.6835938
2366,0.6875,1.8125,-1.6875,-0.03857422,0.04638672,0.9829102,0.02197266,0.1894531,-0.6835938
2367,-0.0625,1.1875,-1.9375,-0.06591797,0.03076172,0.9829102,0.02197266,0.1894531,-0.6835938
2369,-0.125,1.6875,-1.6875,-0.01904297,0.03466797,1.001953,0.01757813,0.1953125,-0.6821289
2370,-0.25,1.8125,-1.75,-0.05029297,0.02685547,0.9711914,0.01757813,0.1953125,-0.6821289
2372,-0.25,1.75,-1.6875,-0.06201172,0.03076172,0.9711914,0.01757813,0.1953125,-0.6821289
2373,0.125,1.5,-1.5625,-0.04248047,0.02685547,0.9555664,0.01855469,0.1953125,-0.6850586
2375,0,1.75,-1.75,-0.03466797,0.05419922,0.9829102,0.01855469,0.1953125,-0.6850586
2376,-0.1875,2.0625,-2.0625,-0.04638672,0.02685547,0.9907227,0.01855469,0.1953125,-0.6850586
2378,0.125,1.875,-1.5625,-0.05029297,0.04248047,0.9790039,0.02539063,0.1967773,-0.6850586
2379,0,2.0625,-2.0625,-0.03466797,0.01513672,0.9711914,0.02539063,0.1967773,-0.6850586
2381,0.4375,2.3125,-2,-0.05029297,0.01513672,0.9946289,0.02539063,0.1967773,-0.6850586
2382,0.4375,2.3125,-2,-0.03466797,0.01513672,0.9633789,0.02539063,0.1967773,-0.6850586
2384,0,2.125,-1.5625,-0.03857422,0.01123047,0.9829102,0.02539063,0.1967773,-0.6850586
2385,0.625,2.5,-1.9375,-0.05810547,0.01513672,0.9829102,0.02539063,0.1967773,-0.6850586
2387,0.6875,2.6875,-1.9375,-0.05810547,0.03466797,0.9829102,0.02539063,0.1967773,-0.6850586
2388,1.1875,2.9375,-2.0625,-0.04638672,0.01513672,0.9594727,0.0234375,0.1860352,-0.6904297
2390,1.3125,2.3125,-1.75,-0.05419922,0.03466797,0.9711914,0.0234375,0.1860352,-0.6904297
2391,1.75,3.125,-1.25,-0.06201172,0.03857422,0.9633789,0.0234375,0.1860352,-0.6904297
2393,0.75,2.625,-1.375,-0.04638672,0.03076172,0.9829102,0.02539063,0.2011719,-0.6806641
2394,1.25,2.1875,-1.4375,-0.05419922,0.02685547,0.9750977,0.02539063,0.2011719,-0.6806641
2396,1.875,2.5,-1.25,-0.04638672,0.01513672,0.9829102,0.02539063,0.2011719,-0.6806641
2397,1.5625,2.875,-1.1875,-0.05029297,0.03076172,0.9868164,0.02539063,0.2011719,-0.6806641
2399,1.625,2.625,-1.625,-0.05810547,0.02685547,0.9985352,0.02539063,0.2011719,-0.6806641
2400,1.1875,2.125,-1.1875,-0.03466797,0.03466797,0.9829102,0.02539063,0.2011719,-0.6806641
2402,1,2.25,-0.9375,-0.05029297,0.03466797,0.9711914,0.02539063,0.2011719,-0.6806641
2403,1.4375,2.4375,-1.0625,-0.05029297,0.01123047,0.9633789,0.02197266,0.1933594,-0.6875
2405,1.0625,2.5625,-1,-0.03076172,0.02685547,0.9516602,0.02197266,0.1933594,-0.6875
2406,1.6875,2.3125,-1.0625,-0.03857422,0.01123047,0.9555664,0.02197266,0.1933594,-0.6875
2408,1.6875,1.6875,-1.125,-0.03466797,0.03076172,0.9399414,0.02197266,0.1977539,-0.6889648
2409,1.6875,1.875,-1.375,-0.03076172,0.01513672,0.9829102,0.02197266,0.1977539,-0.6889648
2411,2.25,3.25,-1.375,-0.04248047,0.03857422,0.9750977,0.02197266,0.1977539,-0.6889648
2412,2.5625,3.8125,-1.4375,-0.04638672,0,0.9633789,0.01953125,0.1943359,-0.6918945
2414,2.625,3.25,-1.5,-0.05029297,0.02294922,0.9750977,0.01953125,0.1943359,-0.6918945
2415,3.25,3.375,-1.5,-0.05810547,0.03076172,0.9868164,0.01953125,0.1943359,-0.6918945
2417,3.0625,2.8125,-1.1875,-0.04638672,0.02294922,0.9985352,0.01953125,0.1943359,-0.6918945
2418,3.25,3.875,-0.75,-0.03076172,0.01123047,0.9672852,0.0234375,0.1992188,-0.6850586
2420,2.9375,2.9375,-1.1875,-0.05419922,0.04248047,0.9672852,0.0234375,0.1992188,-0.6850586
2421,4,3.8125,-1.375,-0.06591797,0.04638672,0.9672852,0.0234375,0.1992188,-0.6850586
2423,3.5625,2.875,-1.6875,-0.06201172,0.05810547,0.9907227,0.02539063,0.1977539,-0.6904297
2424,3,2.5625,-2.1875,-0.05029297,0.02685547,0.9711914,0.02539063,0.1977539,-0.6904297
2426,2.5625,2.875,-1.5,-0.06201172,0.02685547,0.9829102,0.02539063,0.1977539,-0.6904297
2427,3.5,2.625,-1.25,-0.06201172,0.007324219,0.9711914,0.01855469,0.1943359,-0.6875
